movieId,imdbId,tmdbId
3664,0110916,26958
3667,0095977,80287
3668,0063518,6003
3669,0105466,23939
3671,0071230,11072
3672,0071206,23069
3673,0092638,21299
3674,0076044,38802
3675,0047673,13368
3676,0074486,985
3677,0103767,14002
3678,0048347,541
3679,0082252,21137
3680,0094980,36724
3681,0059578,938
3682,0070355,10648
3683,0086979,11368
3684,0097322,10875
3685,0089841,2075
3686,0099582,1551
3687,0095525,22500
3688,0084522,10246
3689,0086129,19698
3690,0089826,23919
3691,0086143,18835
3692,0090849,26554
3693,0090190,15239
3694,0098503,28165
3695,0098502,28169
3696,0091630,15762
3697,0100403,169
3698,0093894,865
3699,0088172,9663
3700,0087004,26889
3701,0094631,10128
3702,0079501,9659
3703,0082694,8810
3704,0089530,9355
3705,0099141,1727
3706,0092563,635
3707,0091635,10068
3708,0087262,11495
3709,0105428,11428
3710,0094612,10117
3711,0105316,35936
3712,0102951,25562
3713,0100046,51763
3714,0094882,73079
3715,0092710,38921
3716,0093011,35463
3717,0187078,9679
3719,0182295,51333
3720,0145503,17771
3723,0099726,10264
3724,0077362,31657
3725,0082009,29204
3726,0074156,17814
3727,0093605,11879
3728,0102592,21128
3729,0067741,482
3730,0071360,592
3731,0082220,31593
3732,0077588,12611
3733,0070509,14328
3735,0070666,9040
3736,0043338,25364
3737,0056195,43002
3738,0072226,5121
3739,0023622,195
3740,0090728,6978
3741,0069762,3133
3742,0015648,643
3743,0204175,10571
3744,0162650,479
3745,0120913,7450
3746,0188030,31023
3747,0186253,25636
3751,0120630,7443
3752,0183505,2123
3753,0187393,2024
3754,0131704,17711
3755,0177971,2133
3756,0200669,29946
3758,0097100,28774
3760,0076257,11598
3761,0106469,9702
3763,0089118,9873
3764,0101846,16820
3765,0099797,14864
3766,0087727,15379
3767,0089604,12764
3768,0094792,27352
3769,0072288,8348
3770,0087175,24099
3771,0071569,17897
3773,0099800,16094
3774,0102065,16096
3783,0159382,12706
3784,0219854,4244
3785,0175142,4247
3786,0179116,20770
3787,0215369,1050
3788,0060176,1052
3789,0059575,20540
3790,0212974,23655
3791,0087277,1788
3792,0038499,32275
3793,0120903,36657
3794,0200530,44490
3795,0168794,47585
3797,0163676,36047
3798,0161081,2655
3799,0210234,12599
3801,0052561,93
3802,0104299,9278
3806,0064615,18118
3807,0076716,11940
3808,0054749,24167
3809,0103241,10276
3810,0105813,19380
3811,0080310,13783
3812,0068555,11624
3813,0077742,15867
3814,0073312,11686
3816,0089276,29263
3819,0092048,11830
3821,0144528,12107
3822,0144201,10401
3823,0171865,32640
3824,0174480,10641
3825,0200550,6282
3826,0164052,9383
3827,0186566,5551
3830,0206226,27723
3831,0195234,2360
3832,0057603,28043
3833,0052646,33468
3834,0080472,21866
3835,0106627,33408
3836,0065938,11589
3837,0095863,15158
3838,0110823,16139
3839,0138703,16146
3840,0095925,26515
3841,0099005,11856
3843,0086320,13567
3844,0098384,10860
3845,0049189,8420
3846,0085470,18391
3847,0071650,20850
3849,0038975,27452
3851,0251739,38548
3852,0234853,20438
3855,0204709,46991
3857,0163983,10391
3858,0173716,14195
3859,0233687,15665
3861,0191397,10393
3862,0199314,18168
3863,0209958,8843
3864,0188640,10643
3865,0236388,23618
3868,0095705,37136
3869,0102510,37137
3870,0032881,23283
3871,0046303,3110
3872,0053318,14698
3873,0059017,11694
3877,0088206,9651
3879,0160009,11398
3882,0204946,1588
3884,0198386,19150
3888,0209322,41282
3889,0144964,12211
3893,0171580,10480
3894,0190798,80713
3895,0204626,10685
3896,0202677,1619
3897,0181875,786
3898,0211938,14805
3899,0191037,51179
3900,0197384,46119
3901,0134630,18074
3906,0164212,10562
3908,0192731,12212
3909,0206420,14629
3910,0168629,16
3911,0218839,13785
3912,0210567,34299
3914,0222850,22597
3915,0210075,19348
3916,0210945,10637
3917,0093177,9003
3918,0095294,9064
3919,0104409,11569
3920,0107209,10434
3922,0057887,39113
3925,0088184,469
3926,0055608,2160
3927,0060397,2161
3928,0040068,3073
3929,0032234,911
3930,0046876,10973
3932,0024184,10787
3933,0052969,43109
3937,0088024,9507
3938,0084695,27475
3939,0093996,27764
3940,0100639,27767
3941,0091990,40760
3942,0100663,40446
3943,0215545,24664
3945,0259974,20455
3946,0208988,10461
3947,0067128,1485
3948,0212338,1597
3949,0180093,641
3950,0170691,10687
3951,0202641,63956
3952,0208874,6521
3953,0205271,10763
3955,0213790,16888
3957,0066832,21142
3958,0075754,78140
3959,0054387,2134
3962,0093091,28605
3963,0058708,42797
3964,0041094,13465
3965,0038988,27033
3966,0037638,20367
3967,0249462,71
3968,0230030,1636
3969,0223897,10647
3971,0081376,13762
3972,0111512,12207
3973,0229260,11531
3974,0192255,24100
3977,0160127,4327
3978,0146984,4958
3979,0185431,9678
3980,0203019,11978
3981,0199753,8870
3983,0203230,14295
3984,0066995,681
3985,0074452,11372
3986,0216216,8452
3987,0186894,10862
3988,0170016,8871
3989,0230591,34045
3990,0213203,16340
3991,0211181,10481
3992,0213847,10867
3993,0180073,10876
3994,0217869,9741
3996,0190332,146
3997,0190374,11849
3998,0228750,11983
3999,0190865,11678
4000,0086993,2669
4002,0093748,2609
4003,0096094,12714
4005,0093428,708
4006,0092106,1857
4007,0094291,10673
4008,0096969,2604
4009,0096219,10132
4010,0088850,11064
4011,0208092,107
4012,0095927,40820
4014,0241303,392
4015,0242423,8859
